Policy_ID,Date,Product_Type,Region,Policy_Status,Customer_Segment,Distribution_Channel,Policy_Tenure_Months,Renewal_Count,Written_Premium,Sum_Insured,Claim_Count,Claim_Amount,Total_Expense,Fraud_Flag,Insurance_Risk,Market_Risk,Credit_Risk,Operational_Risk,Catastrophe_Risk,Anomaly_Flag,Season_Flag,Capital_Reserve
POL12483,01/06/2024,Motor,North,Active,Corporate,Agent,7,0,33791,311708.52,0,0,8995.16,0,8,2,7,2,1,0,Monsoon,500000000
POL12482,01/06/2024,Fire,West,Active,Individual,Direct,12,1,37373.65,1774711.1,1,25130.04,8154.93,0,6,7,5,8,4,0,Monsoon,500000000
POL12481,01/06/2024,Property,Central,Active,SME,Online,4,0,47115.55,1431127.78,2,36707.73,9917.82,0,8,5,3,5,6,0,Monsoon,500000000
POL12480,01/06/2024,Property,East,Active,Individual,Direct,15,1,21981.83,875726.08,2,17559.09,5069.01,0,6,4,2,5,8,0,Monsoon,500000000
POL12479,01/06/2024,Health,North,Renewed,SME,Direct,1,0,33997.63,377778.1,3,38339.13,8638.8,0,7,7,2,5,1,0,Monsoon,500000000
POL12478,01/06/2024,Marine,North,Active,Individual,Agent,13,0,61955.24,2484143.14,1,45890.25,20556.75,1,6,6,7,3,3,1,Monsoon,500000000
POL12485,01/06/2024,Health,North,Active,Individual,Agent,15,0,21833.49,434547.99,1,22418.63,6715.98,0,5,1,2,3,1,0,Monsoon,500000000
POL12476,01/06/2024,Motor,South,Active,Individual,Agent,18,0,10879.57,130879.54,0,0,3090.89,0,3,5,2,3,2,0,Monsoon,500000000
POL12475,01/06/2024,Health,North,Active,SME,Bancassurance,58,0,26325.19,444118.3,2,27191.29,7544.8,0,7,6,4,8,1,0,Monsoon,500000000
POL12474,01/06/2024,Health,Central,Cancelled,SME,Online,5,0,35245.06,665378.25,1,33567.4,7049.01,0,4,1,4,5,1,0,Monsoon,500000000
POL12473,01/06/2024,Health,East,Active,Individual,Agent,12,1,23309.5,316489.24,0,0,8295.85,0,6,7,5,3,1,0,Monsoon,500000000
POL12472,01/06/2024,Marine,Central,Renewed,Individual,Online,3,0,51843.57,1273584.7,0,0,8771.93,0,3,8,4,3,6,0,Monsoon,500000000
POL12471,01/06/2024,Travel,Central,Renewed,SME,Agent,5,0,5227.82,362296.33,1,3104.28,1426.67,0,3,1,3,4,5,0,Monsoon,500000000
POL12470,01/06/2024,Motor,West,Lapsed,Individual,Agent,44,0,13363.29,133274.28,1,10790.86,3054.85,0,5,5,4,5,1,0,Monsoon,500000000
POL12477,01/06/2024,Motor,North,Active,SME,Bancassurance,1,0,19235.74,185181.24,3,20089.81,4297.26,0,5,6,3,2,1,0,Monsoon,500000000
POL12469,01/06/2024,Health,West,Active,Individual,Bancassurance,22,0,27412.19,528018.23,1,22505.41,6450.09,0,7,6,1,4,2,0,Monsoon,500000000
POL12585,01/07/2024,Motor,North,Active,Individual,Online,9,0,9183,97093.94,0,0,1552.85,0,7,3,3,7,2,0,Monsoon,500000000
POL12584,01/07/2024,Motor,East,Active,SME,Bancassurance,4,0,27105.73,341811.63,1,22180.62,7985.35,0,3,2,3,6,3,0,Monsoon,500000000
POL12583,01/07/2024,Motor,West,Active,Individual,Direct,36,2,18861.13,191428,0,0,3347.85,0,7,1,3,3,1,0,Monsoon,500000000
POL12582,01/07/2024,Motor,Central,Active,SME,Online,3,0,18912.96,182546.11,0,0,4484.26,0,3,4,8,8,3,0,Monsoon,500000000
POL12581,01/07/2024,Property,North,Lapsed,Individual,Agent,16,1,31331.07,752244.75,3,26596.95,10837.42,1,5,6,6,1,8,1,Monsoon,500000000
POL12580,01/07/2024,Health,North,Renewed,Corporate,Bancassurance,10,0,35122.01,652690.21,2,34549.52,10849.19,0,10,5,2,6,1,0,Monsoon,500000000
POL12579,01/07/2024,Fire,Central,Active,Individual,Agent,44,2,61735.76,3497496.5,0,0,19613.45,0,9,4,4,3,9,0,Monsoon,500000000
POL12575,01/07/2024,Fire,East,Active,Individual,Direct,7,0,43747.82,2063296.33,0,0,9353.28,0,6,2,2,5,6,0,Monsoon,500000000
POL12577,01/07/2024,Motor,North,Active,SME,Agent,17,0,20996.39,186576.66,0,0,6758.74,0,5,4,2,7,2,0,Monsoon,500000000
POL12576,01/07/2024,Motor,West,Active,SME,Direct,7,0,17940.72,181556.55,1,17784.64,3241.89,0,7,2,3,1,3,0,Monsoon,500000000
POL12574,01/07/2024,Property,Central,Active,Individual,Online,1,0,25739.15,888836.24,0,0,4295.86,0,1,5,1,2,8,0,Monsoon,500000000
POL12573,01/07/2024,Motor,South,Cancelled,Individual,Bancassurance,23,1,20770.61,228594.36,0,0,6002.71,0,6,1,4,6,4,0,Monsoon,500000000
POL12572,01/07/2024,Health,Central,Active,Individual,Agent,1,0,27048.06,435362.31,0,0,7232.65,0,6,6,2,3,1,0,Monsoon,500000000
POL12586,01/07/2024,Motor,North,Lapsed,Individual,Agent,6,0,13468.66,118487.51,2,13171,4019.05,0,7,4,4,2,3,0,Monsoon,500000000
POL12571,01/07/2024,Marine,East,Active,Individual,Agent,1,0,46940.22,1777793.73,0,0,14448.2,0,2,10,3,6,6,0,Monsoon,500000000
POL12578,01/07/2024,Motor,West,Active,Individual,Agent,18,1,13588.47,176011.58,2,11248.54,3652.58,1,8,2,4,8,1,1,Monsoon,500000000
POL12587,01/07/2024,Health,Central,Active,SME,Direct,5,0,25690.72,489410.08,3,22910.98,4647.45,0,9,8,5,7,1,0,Monsoon,500000000
POL12596,01/07/2024,Motor,South,Active,Individual,Online,14,1,14047.49,132112.1,3,12218.51,2094.48,0,5,2,1,4,1,0,Monsoon,500000000
POL12589,01/07/2024,Motor,East,Lapsed,Individual,Agent,10,0,13869.09,116280.15,1,12264.44,3651.73,0,4,2,6,4,4,0,Monsoon,500000000
POL12570,01/07/2024,Property,West,Active,Corporate,Bancassurance,1,0,72206.91,1957668.6,0,0,15445.06,0,7,8,4,1,8,0,Monsoon,500000000
POL12605,01/07/2024,Property,East,Lapsed,SME,Agent,8,0,51002.18,1922786.26,1,39914.31,13377.87,0,7,8,3,2,9,0,Monsoon,500000000
POL12604,01/07/2024,Property,Central,Active,Individual,Bancassurance,5,0,32386.14,1135726.21,2,23262.96,10567.6,0,4,7,6,4,8,0,Monsoon,500000000
POL12603,01/07/2024,Motor,South,Lapsed,Individual,Online,51,3,16862.19,249470.66,0,0,3389.3,0,3,4,4,7,1,0,Monsoon,500000000
POL12602,01/07/2024,Travel,Central,Lapsed,Individual,Agent,1,0,4119.94,346752.66,1,3108.08,1480.71,0,6,2,2,4,4,0,Monsoon,500000000
POL12601,01/07/2024,Fire,North,Renewed,Corporate,Agent,2,0,109896.42,6213580.94,0,0,32573.3,0,2,3,1,4,5,0,Monsoon,500000000
POL12600,01/07/2024,Property,North,Active,Individual,Agent,1,0,17840.12,412802.51,1,13085.73,5921.14,0,4,1,3,5,6,0,Monsoon,500000000
POL12588,01/07/2024,Health,West,Active,Corporate,Direct,16,1,49388.62,749660.64,1,42874.26,10628.43,0,5,5,2,2,1,0,Monsoon,500000000
POL12599,01/07/2024,Health,Central,Lapsed,Individual,Bancassurance,19,0,24964.05,485621.96,1,22537.54,6068.76,0,10,4,5,2,1,0,Monsoon,500000000
POL12597,01/07/2024,Motor,Central,Active,Individual,Online,1,0,15992.81,178515.36,3,15724.13,3316.91,0,9,1,5,5,1,0,Monsoon,500000000
POL12595,01/07/2024,Fire,Central,Active,Individual,Direct,11,0,35508.01,2043793.13,2,25878.24,6292.02,0,7,5,4,7,7,0,Monsoon,500000000
POL12594,01/07/2024,Motor,South,Active,Individual,Bancassurance,20,1,12457.14,135805.47,1,10430.36,3369.66,0,5,7,4,4,1,0,Monsoon,500000000
POL12593,01/07/2024,Motor,South,Lapsed,Individual,Bancassurance,5,0,11332.2,160274.21,1,10115.12,2640.4,0,6,3,1,6,2,0,Monsoon,500000000
POL12592,01/07/2024,Motor,South,Active,Individual,Agent,18,1,17772.27,160285.39,0,0,5198.39,0,6,3,1,3,3,0,Monsoon,500000000
POL12591,01/07/2024,Travel,East,Active,Individual,Bancassurance,7,0,4802.94,456074.18,0,0,1408.22,0,6,5,4,1,4,0,Monsoon,500000000
POL12590,01/07/2024,Health,Central,Active,Individual,Agent,17,1,17995.56,309910.85,0,0,6501.8,0,7,5,1,2,1,0,Monsoon,500000000
POL12598,01/07/2024,Motor,West,Active,SME,Direct,42,2,19180.2,262930.24,2,18729.47,3724.79,0,8,1,6,2,3,0,Monsoon,500000000
POL12569,01/07/2024,Motor,Central,Active,Individual,Online,33,0,14800.24,151770.56,1,13557.02,3837.7,0,7,1,1,4,2,0,Monsoon,500000000
POL12564,01/07/2024,Health,North,Active,SME,Agent,14,1,30526.71,490020.93,1,27638.88,8376.53,0,2,3,6,3,1,0,Monsoon,500000000
POL12567,01/07/2024,Health,West,Active,SME,Direct,31,2,24988.16,272220.16,2,26347.52,5597.35,0,8,4,6,5,1,0,Monsoon,500000000
POL12545,01/07/2024,Property,West,Active,Individual,Agent,11,0,34049.83,969168.55,0,0,11553.11,0,6,5,2,2,8,0,Monsoon,500000000
POL12544,01/07/2024,Marine,North,Active,Individual,Bancassurance,8,0,49622,2210874.96,5,34050.62,13904.08,0,4,8,5,2,4,0,Monsoon,500000000
POL12543,01/07/2024,Fire,North,Active,Individual,Direct,1,0,29624.39,1337003.98,1,20704.49,5521.99,0,8,3,5,3,8,0,Monsoon,500000000
POL12542,01/07/2024,Motor,West,Lapsed,Individual,Agent,7,0,10838.97,160731.27,4,9441.83,2726,0,6,5,4,1,2,0,Monsoon,500000000
POL12541,01/07/2024,Motor,East,Active,Individual,Agent,48,1,17459.61,216616.76,2,13637.7,5325.18,0,4,5,3,2,3,0,Monsoon,500000000
POL12540,01/07/2024,Health,South,Active,SME,Online,1,0,27681.49,450007.3,1,23961.1,4794.43,0,5,1,3,2,2,0,Monsoon,500000000
POL12539,01/07/2024,Motor,South,Active,Individual,Agent,16,1,16773.41,176006.75,1,15421.47,5275.24,0,8,4,4,5,2,0,Monsoon,500000000
POL12538,01/07/2024,Travel,Central,Active,SME,Direct,12,1,6072.36,518555.58,0,0,1381.46,0,9,1,1,1,3,0,Monsoon,500000000
POL12537,01/07/2024,Marine,East,Active,Individual,Agent,24,2,51926.67,1539008.7,2,29245.1,15053.54,0,7,8,4,5,4,0,Monsoon,500000000
POL12536,01/07/2024,Motor,North,Active,Corporate,Direct,32,0,24658.81,199275.76,0,0,5257.26,0,6,1,5,4,2,0,Monsoon,500000000
POL12535,01/07/2024,Health,East,Active,Corporate,Direct,16,0,49336.56,603360.99,1,42582.38,11594.09,0,6,3,6,5,2,0,Monsoon,500000000
POL12534,01/07/2024,Fire,West,Active,Individual,Bancassurance,1,0,43444.75,2458117.69,0,0,14992.78,0,4,3,5,3,7,0,Monsoon,500000000
POL12533,01/07/2024,Health,East,Active,Individual,Agent,46,1,19189.66,293773.63,0,0,4653.49,0,6,4,7,3,3,0,Monsoon,500000000
POL12568,01/07/2024,Motor,South,Active,Individual,Direct,13,1,9310.4,128645.38,1,6973.49,1898.39,0,5,2,2,5,2,0,Monsoon,500000000
POL12531,01/07/2024,Motor,East,Active,Corporate,Bancassurance,2,0,29342.79,377107.17,0,0,8292.27,0,1,5,6,3,2,0,Monsoon,500000000
POL12546,01/07/2024,Marine,Central,Active,Corporate,Agent,24,2,88944.8,3280027.68,2,59735.33,27430.58,0,5,10,4,3,3,0,Monsoon,500000000
POL12547,01/07/2024,Motor,West,Cancelled,Individual,Agent,8,0,8617.21,86388.93,2,7490.94,2801.45,0,5,4,4,7,2,0,Monsoon,500000000
POL12532,01/07/2024,Property,East,Active,Individual,Agent,1,0,22501.76,536830.15,1,18797.97,5785.2,0,4,3,3,2,7,0,Monsoon,500000000
POL12549,01/07/2024,Motor,North,Active,Individual,Agent,30,0,16820,181619.54,1,13117.92,5449.68,0,6,6,3,7,3,0,Monsoon,500000000
POL12548,01/07/2024,Motor,West,Renewed,Individual,Agent,14,1,15359.51,173651.43,0,0,5391.19,0,6,2,1,3,1,0,Monsoon,500000000
POL12565,01/07/2024,Motor,North,Active,Individual,Bancassurance,3,0,15803.03,228268.7,0,0,3846.46,0,3,5,6,3,1,0,Monsoon,500000000
POL12563,01/07/2024,Marine,Central,Lapsed,SME,Bancassurance,22,1,56387.89,2192438.88,0,0,11621.54,0,3,8,7,1,6,0,Monsoon,500000000
POL12562,01/07/2024,Health,South,Active,SME,Bancassurance,8,0,21579.82,400332.91,0,0,5168.37,0,7,1,8,5,2,0,Monsoon,500000000
POL12561,01/07/2024,Fire,South,Active,Individual,Agent,4,0,48117.17,1961092.35,4,38094.36,15647.7,0,9,6,8,6,4,0,Monsoon,500000000
POL12560,01/07/2024,Property,West,Active,SME,Direct,24,2,48768.67,1657765.39,0,0,9997.58,0,5,1,3,2,5,0,Monsoon,500000000
POL12559,01/07/2024,Health,East,Active,SME,Bancassurance,1,0,30268.96,544601.56,2,28543.63,7082.94,0,6,1,2,3,1,0,Monsoon,500000000
POL12558,01/07/2024,Property,North,Active,Individual,Direct,33,2,36939.02,852535.28,1,30821.92,6977.78,0,5,1,4,6,8,0,Monsoon,500000000
POL12566,01/07/2024,Health,Central,Cancelled,Corporate,Agent,21,1,52337.24,636579.11,0,0,16815.96,0,10,4,6,7,1,0,Monsoon,500000000
POL12556,01/07/2024,Health,West,Renewed,SME,Agent,16,1,26254.77,511691.95,0,0,7361.84,0,6,7,4,2,1,0,Monsoon,500000000
POL12555,01/07/2024,Motor,Central,Renewed,Individual,Agent,2,0,14882.48,206366.09,3,12928.41,4140.31,0,4,3,6,2,2,0,Monsoon,500000000
POL12554,01/07/2024,Travel,West,Renewed,Corporate,Agent,14,1,7221.92,684933.27,0,0,2069.8,0,1,2,1,1,2,0,Monsoon,500000000
POL12553,01/07/2024,Travel,South,Active,SME,Direct,19,0,7737.22,666976.18,3,5994.8,1460.01,0,6,3,1,1,4,0,Monsoon,500000000
POL12552,01/07/2024,Health,South,Renewed,Individual,Agent,36,0,26054.42,476194.48,0,0,7120.67,0,7,4,6,4,2,0,Monsoon,500000000
POL12551,01/07/2024,Fire,South,Renewed,SME,Online,1,0,49179.75,1477629.24,0,0,6595,0,3,5,4,3,6,0,Monsoon,500000000
POL12557,01/07/2024,Motor,North,Active,Individual,Bancassurance,34,0,19030.75,218045.26,2,17047.75,5123.08,0,6,5,2,6,1,0,Monsoon,500000000
POL12550,01/07/2024,Travel,West,Renewed,SME,Direct,8,0,8456.86,634648.55,1,4807.72,1808.08,0,4,2,4,5,5,0,Monsoon,500000000
POL12654,01/08/2024,Motor,North,Active,Individual,Direct,1,0,18737.16,201944.61,1,17273.79,3756.8,0,2,2,1,2,1,0,Monsoon,500000000
POL12653,01/08/2024,Property,Central,Renewed,SME,Agent,5,0,43277.67,933940.66,1,31220.51,12139.39,0,8,5,1,1,7,0,Monsoon,500000000
POL12652,01/08/2024,Motor,Central,Lapsed,Corporate,Bancassurance,1,0,27037.75,351199.26,0,0,7973.43,0,1,1,2,6,1,0,Monsoon,500000000
POL12651,01/08/2024,Travel,West,Active,SME,Direct,13,1,7502.19,399350.96,3,4517.07,1358.65,0,4,3,4,3,1,0,Monsoon,500000000
POL12650,01/08/2024,Health,South,Active,SME,Bancassurance,35,1,33722.23,535135.03,2,29048.33,9303.96,0,6,1,1,6,2,0,Monsoon,500000000
POL12649,01/08/2024,Motor,Central,Active,Individual,Agent,11,0,15174.83,136976.61,1,12748.37,4485.68,0,5,4,6,4,1,0,Monsoon,500000000
POL12646,01/08/2024,Marine,Central,Active,Individual,Agent,4,0,51267.84,1104624.15,2,37558.82,15867.4,1,2,10,6,5,7,1,Monsoon,500000000
POL12647,01/08/2024,Motor,South,Active,Individual,Online,18,1,18701.39,205729.37,0,0,3031.5,0,8,3,2,6,2,0,Monsoon,500000000
POL12645,01/08/2024,Health,North,Active,SME,Online,37,0,17691.47,204592.12,0,0,3140.24,0,7,4,3,2,1,0,Monsoon,500000000
POL12644,01/08/2024,Property,East,Active,Individual,Agent,10,0,27090.69,719953.07,0,0,8601.29,0,6,4,4,1,5,0,Monsoon,500000000
POL12643,01/08/2024,Property,West,Renewed,SME,Direct,31,2,49328.47,1784321.68,3,37430.44,9485.86,0,4,6,4,4,6,0,Monsoon,500000000
POL12642,01/08/2024,Property,West,Renewed,Individual,Online,5,0,34847.68,1062082.22,3,24163.38,5544.27,0,3,6,5,3,4,0,Monsoon,500000000
POL12655,01/08/2024,Marine,South,Cancelled,Individual,Bancassurance,3,0,64486.04,2642725.88,1,48532.19,14212.72,0,5,9,6,5,4,0,Monsoon,500000000
POL12648,01/08/2024,Marine,Central,Active,Individual,Direct,10,0,64282.28,2077857.37,2,43531.96,14174.24,0,6,8,5,4,6,0,Monsoon,500000000
POL12656,01/08/2024,Motor,East,Active,SME,Agent,22,0,19031.74,212366.5,1,15975.24,5562.98,0,9,1,2,1,3,0,Monsoon,500000000
POL12664,01/08/2024,Motor,West,Active,SME,Bancassurance,11,0,25080.8,240285.94,2,27092.28,5813.73,0,6,1,4,6,3,0,Monsoon,500000000
POL12658,01/08/2024,Travel,South,Active,Individual,Agent,37,1,5713.13,415441.28,0,0,1687.66,0,4,1,2,3,1,0,Monsoon,500000000
POL12641,01/08/2024,Motor,Central,Lapsed,Individual,Bancassurance,1,0,18799.78,227295.02,0,0,5854.25,0,4,3,1,4,2,0,Monsoon,500000000
POL12671,01/08/2024,Motor,Central,Renewed,Individual,Agent,24,1,14623.39,212483,3,12298.27,4033.13,0,4,7,3,4,2,0,Monsoon,500000000
POL12670,01/08/2024,Motor,Central,Active,Individual,Bancassurance,28,1,18114.13,160106.26,0,0,5347.29,0,3,7,3,7,2,0,Monsoon,500000000
POL12669,01/08/2024,Property,North,Renewed,SME,Agent,9,0,47133.94,1442731.38,2,33771.47,16449.75,0,2,8,1,3,7,0,Monsoon,500000000
POL12668,01/08/2024,Motor,Central,Active,Individual,Agent,22,1,17072.12,168659.15,0,0,5227.48,0,7,2,4,3,2,0,Monsoon,500000000
POL12667,01/08/2024,Health,East,Active,SME,Bancassurance,51,0,22769.34,359331.91,1,21462.38,5669.57,0,9,1,4,3,1,0,Monsoon,500000000
POL12657,01/08/2024,Marine,South,Active,Individual,Direct,9,0,63779.43,2675829.73,0,0,13106.67,0,4,10,5,1,6,0,Monsoon,500000000
POL12666,01/08/2024,Travel,East,Active,Individual,Agent,32,1,5369.15,300755.66,2,2727.53,1324.03,0,6,4,3,1,1,0,Monsoon,500000000
POL12672,01/08/2024,Travel,North,Active,Individual,Online,14,0,5596.54,349842.12,0,0,1222.28,0,3,6,2,4,3,0,Monsoon,500000000
POL12663,01/08/2024,Marine,East,Active,Individual,Agent,44,1,30908.65,935791.17,1,21870.96,9556.95,0,2,7,4,6,4,0,Monsoon,500000000
POL12662,01/08/2024,Property,West,Active,SME,Bancassurance,9,0,44798.27,1274092.86,1,35198,11692.35,0,1,6,4,4,8,0,Monsoon,500000000
POL12661,01/08/2024,Motor,Central,Renewed,Corporate,Bancassurance,17,1,31610.03,268067.53,0,0,9609.45,0,6,3,1,4,2,0,Monsoon,500000000
POL12660,01/08/2024,Health,Central,Cancelled,Individual,Online,7,0,14253.28,241869.32,0,0,2706.7,0,8,6,2,5,2,0,Monsoon,500000000
POL12659,01/08/2024,Motor,East,Active,SME,Agent,8,0,24498.13,255341.47,1,18400.55,6582.65,0,6,3,2,3,2,0,Monsoon,500000000
POL12665,01/08/2024,Motor,North,Cancelled,SME,Bancassurance,24,1,26931.94,376726.38,1,23123.76,7772.56,0,8,6,7,1,1,0,Monsoon,500000000
POL12640,01/08/2024,Motor,South,Active,Corporate,Agent,24,1,23822.47,335463.62,4,19727.39,6484.48,0,5,6,2,7,3,0,Monsoon,500000000
POL12614,01/08/2024,Travel,South,Active,SME,Agent,1,0,7898.91,413024,2,5203.8,2344.4,0,4,2,2,5,3,0,Monsoon,500000000
POL12638,01/08/2024,Travel,West,Active,Individual,Direct,29,1,4842.33,385388.32,0,0,1039.65,0,2,2,2,3,3,0,Monsoon,500000000
POL12606,01/08/2024,Motor,South,Lapsed,Individual,Agent,14,1,13300.34,153023.85,1,11938.39,4587.29,0,4,3,6,4,2,0,Monsoon,500000000
POL12607,01/08/2024,Motor,North,Active,Individual,Online,20,1,15838.99,135985.72,0,0,3281.84,0,7,5,5,5,2,0,Monsoon,500000000
POL12608,01/08/2024,Health,Central,Active,SME,Bancassurance,5,0,34584.54,625672.24,2,30513.94,9168.36,0,6,6,3,7,1,0,Monsoon,500000000
POL12609,01/08/2024,Health,North,Renewed,SME,Agent,1,0,29034.24,446098.15,0,0,7499.54,0,9,3,5,2,1,0,Monsoon,500000000
POL12610,01/08/2024,Property,South,Lapsed,Corporate,Agent,27,1,59135.5,2294682.43,0,0,19757.17,0,2,5,2,1,7,0,Monsoon,500000000
POL12611,01/08/2024,Health,South,Active,Individual,Agent,47,1,16415.22,299960.89,0,0,5622.21,0,7,3,6,6,1,0,Monsoon,500000000
POL12612,01/08/2024,Fire,West,Active,Individual,Online,14,1,54629.93,2292660.32,2,39754.2,8697.08,0,2,2,4,6,5,0,Monsoon,500000000
POL12613,01/08/2024,Motor,West,Renewed,SME,Agent,26,2,18415.44,158117.57,1,14224.09,5218.94,0,10,3,1,3,2,0,Monsoon,500000000
POL12615,01/08/2024,Health,West,Active,Individual,Direct,6,0,21273.14,215106.4,1,18650.16,5043.86,0,5,3,7,5,1,0,Monsoon,500000000
POL12616,01/08/2024,Fire,East,Active,SME,Bancassurance,4,0,65598.83,3854978.72,1,46089.74,18269.27,0,7,5,6,1,8,0,Monsoon,500000000
POL12617,01/08/2024,Health,South,Lapsed,Individual,Bancassurance,7,0,23422.38,335139.45,1,20960.69,5895.41,0,8,5,1,4,2,0,Monsoon,500000000
POL12618,01/08/2024,Health,West,Active,Individual,Bancassurance,20,1,27305.73,447565.21,3,27283.89,6875.58,0,8,4,1,3,3,0,Monsoon,500000000
POL12619,01/08/2024,Health,North,Active,Corporate,Agent,4,0,58086.72,742600.36,1,45121.76,18843.33,0,7,6,1,4,2,0,Monsoon,500000000
POL12620,01/08/2024,Motor,South,Renewed,SME,Agent,2,0,21478.39,192885.77,2,21925.14,7766.59,0,6,1,1,5,1,0,Monsoon,500000000
POL12621,01/08/2024,Motor,Central,Active,SME,Online,41,1,28112.75,365009.47,0,0,5636.61,0,10,5,8,4,2,0,Monsoon,500000000
POL12639,01/08/2024,Health,South,Active,Individual,Direct,8,0,20696.51,362242.91,5,18991.12,3516.34,0,7,4,3,4,2,0,Monsoon,500000000
POL12623,01/08/2024,Health,North,Active,Individual,Agent,32,1,22368.16,333909.07,0,0,7048.21,0,9,1,4,2,2,0,Monsoon,500000000
POL12637,01/08/2024,Travel,East,Active,Individual,Online,12,1,5493.36,289656.78,0,0,1011.88,0,6,2,3,1,5,0,Monsoon,500000000
POL12636,01/08/2024,Motor,West,Active,SME,Agent,1,0,26812.87,365426.03,3,25045.9,8529.17,0,6,2,2,4,3,0,Monsoon,500000000
POL12635,01/08/2024,Motor,Central,Renewed,Individual,Bancassurance,1,0,13703.21,157347.16,1,11310.63,3451.84,0,4,7,3,5,3,0,Monsoon,500000000
POL12634,01/08/2024,Motor,Central,Active,Corporate,Agent,33,1,32769.66,322293.57,1,22162.12,8461.13,0,9,1,1,5,3,0,Monsoon,500000000
POL12622,01/08/2024,Health,North,Active,Individual,Direct,4,0,16235.92,314044.4,1,17260.41,3810.57,0,9,3,10,6,1,0,Monsoon,500000000
POL12632,01/08/2024,Travel,South,Active,SME,Bancassurance,21,1,4909.02,490307.71,0,0,1295.49,0,3,5,3,5,4,0,Monsoon,500000000
POL12631,01/08/2024,Health,South,Cancelled,Individual,Agent,24,0,25568.75,398852.89,2,30191.58,6172.3,0,8,5,4,2,2,0,Monsoon,500000000
POL12633,01/08/2024,Motor,Central,Active,SME,Bancassurance,28,2,24780.86,299763.32,2,18771.5,6376.12,0,5,1,3,4,1,0,Monsoon,500000000
POL12629,01/08/2024,Motor,West,Active,SME,Agent,28,0,16543.44,239741.66,2,15792.37,4590.8,0,6,2,1,4,3,0,Monsoon,500000000
POL12628,01/08/2024,Health,South,Active,Individual,Agent,40,0,18015.72,276199.88,1,18084.18,5311.03,0,8,5,5,5,1,0,Monsoon,500000000
POL12627,01/08/2024,Motor,Central,Active,Individual,Online,16,1,19619.56,185857.46,1,16027.22,3904.29,0,7,2,4,1,2,0,Monsoon,500000000
POL12626,01/08/2024,Health,South,Active,Individual,Agent,8,0,18463.63,264275.06,2,17728.78,6087.46,0,6,2,1,3,2,0,Monsoon,500000000
POL12625,01/08/2024,Motor,West,Active,Individual,Agent,47,0,17809.41,152949.79,0,0,5930.53,0,5,5,4,6,1,0,Monsoon,500000000
POL12624,01/08/2024,Health,East,Lapsed,Individual,Bancassurance,20,1,27349.89,491590.7,0,0,6071.68,0,4,7,4,5,1,0,Monsoon,500000000
POL12630,01/08/2024,Marine,South,Active,Individual,Agent,5,0,65290.07,2861214.47,1,50847.91,22192.09,0,3,7,5,3,7,0,Monsoon,500000000
POL12721,01/09/2024,Motor,West,Active,Individual,Agent,3,0,13133.41,124291.34,2,11837.14,3154.65,0,7,2,2,3,2,0,Monsoon,500000000
POL12720,01/09/2024,Travel,North,Active,Corporate,Agent,17,1,7817.62,532991.46,2,3441.32,2278.05,0,2,5,1,4,6,0,Monsoon,500000000
POL12719,01/09/2024,Health,North,Renewed,Individual,Bancassurance,1,0,19819.97,258539.54,1,15647.87,5862.75,0,7,4,5,4,1,0,Monsoon,500000000
POL12718,01/09/2024,Fire,West,Active,SME,Direct,1,0,50511.55,1633303.22,1,31701.05,11132.75,0,3,1,5,3,5,0,Monsoon,500000000
POL12717,01/09/2024,Motor,East,Active,Individual,Online,1,0,12015.33,102795.09,1,11728.16,2180.78,0,8,3,4,1,2,0,Monsoon,500000000
POL12716,01/09/2024,Health,North,Active,Individual,Agent,22,1,17603.79,292637.06,0,0,4767.11,0,5,5,4,2,1,0,Monsoon,500000000
POL12709,01/09/2024,Motor,South,Active,Individual,Bancassurance,64,4,16473.88,154718.05,0,0,4181.07,0,5,4,4,5,1,0,Monsoon,500000000
POL12714,01/09/2024,Motor,East,Active,Individual,Online,31,1,11843.29,174975.25,2,10900.56,2713.3,0,6,7,5,8,2,0,Monsoon,500000000
POL12713,01/09/2024,Motor,West,Active,Individual,Direct,13,1,18814.93,206971.82,1,13746.19,3947.37,0,5,1,2,3,3,0,Monsoon,500000000
POL12712,01/09/2024,Motor,North,Lapsed,Individual,Online,18,1,16904.1,219430.96,1,15710.67,3560,0,7,7,4,3,1,0,Monsoon,500000000
POL12711,01/09/2024,Travel,South,Renewed,SME,Online,43,2,5778.84,446501.55,3,3430.9,859.89,0,9,6,4,2,1,0,Monsoon,500000000
POL12710,01/09/2024,Travel,South,Lapsed,Individual,Online,32,1,3819.5,238932.48,1,2381.08,458.34,0,6,2,3,2,2,0,Monsoon,500000000
POL12722,01/09/2024,Marine,East,Active,Individual,Online,3,0,62127.17,2332937.7,0,0,9704.26,0,4,10,6,2,3,0,Monsoon,500000000
POL12715,01/09/2024,Health,Central,Active,Individual,Bancassurance,11,0,21902.59,262775.82,1,21059.34,5464.7,0,7,6,6,3,2,0,Monsoon,500000000
POL12723,01/09/2024,Travel,East,Active,Individual,Online,24,0,5327.93,406355.25,1,3287.87,1016.57,0,6,2,1,3,6,0,Monsoon,500000000
POL12731,01/09/2024,Travel,South,Active,Individual,Online,2,0,2868.41,203621.79,2,1753.46,448.05,0,8,3,2,5,4,0,Monsoon,500000000
POL12725,01/09/2024,Motor,East,Lapsed,Individual,Agent,56,4,14075.82,143697.3,1,10682.14,2671.59,0,7,4,1,4,3,0,Monsoon,500000000
